split_type,model_name,fraction,seed,test_mse,test_cross_entropy
train_test,pt5,0.18,42,0.0208479540218742,0.6376795923055454
train_test,ev,0.2,42,0.026351754224137786,0.6489311523694717
train_test,eu,0.2,42,0.022843367600371287,0.6419734783145886
train_test,pt3,0.2,42,0.02138437281841445,0.639017850290245
train_test,pt5,0.2,42,0.020855654635573102,0.6377249349831332
train_test,ev,0.22,42,0.02635015691913914,0.6489162377545292
train_test,eu,0.22,42,0.022839793548376997,0.6419265336910247
train_test,pt3,0.22,42,0.021373775428934663,0.6389365194846117
train_test,pt5,0.22,42,0.020832093909870775,0.6376137288871457
train_test,ev,0.24,42,0.026350442575387403,0.6489191644499595
train_test,eu,0.24,42,0.02284700554128838,0.6419773595748647
train_test,pt3,0.24,42,0.021391248940966206,0.639022561436711
train_test,pt5,0.24,42,0.0208282082876612,0.6376511294201357
train_test,ev,0.26,42,0.02635369709791488,0.6489463864098378
train_test,eu,0.26,42,0.022841825161225918,0.6419626290834681
train_test,pt3,0.26,42,0.021389396260974903,0.6390098483699749
train_test,pt5,0.26,42,0.0208348008704386,0.637669767451503
train_test,ev,0.28,42,0.02635307614453383,0.6489417437660956
train_test,eu,0.28,42,0.022841652118172424,0.6419607830466884
train_test,pt3,0.28,42,0.02137396212524361,0.6389669399769895
train_test,pt5,0.28,42,0.02079546056215093,0.6375623712805036
train_test,ev,0.3,42,0.02634957811513402,0.648909736590254
train_test,eu,0.3,42,0.022850804834408826,0.6419904174979431
train_test,pt3,0.3,42,0.02138169614486355,0.6389987350827332
train_test,pt5,0.3,42,0.02081144700923869,0.6376066149129029
train_test,ev,0.32,42,0.026348315755292475,0.648885992518137
train_test,eu,0.32,42,0.022854690146027513,0.6419928509145688
train_test,pt3,0.32,42,0.021379668692289713,0.6389922100658175
train_test,pt5,0.32,42,0.020804328543747853,0.6375834134314703
train_test,ev,0.34,42,0.026348563574719146,0.6488940310686528
train_test,eu,0.34,42,0.022865169298831287,0.6420427913440669
train_test,pt3,0.34,42,0.021386921434580503,0.6390353685984266
train_test,pt5,0.34,42,0.020799915060462786,0.6375943557655592
train_test,ev,0.36,42,0.026348307143076836,0.6488786640330833
train_test,eu,0.36,42,0.02286152141217933,0.642014528698561
train_test,pt3,0.36,42,0.02137804661319875,0.6389855812376106
train_test,pt5,0.36,42,0.020801311343744845,0.6375775890389338
train_test,ev,0.38,42,0.02634828980293858,0.6488800923291861
train_test,eu,0.38,42,0.022856883069621768,0.6419949583057671
train_test,pt3,0.38,42,0.02137516717138586,0.6389780848234617
train_test,pt5,0.38,42,0.020781048691942618,0.6375240257171357
train_test,ev,0.4,42,0.026348295727829575,0.6488795048827152
train_test,eu,0.4,42,0.022868190395585523,0.6420586943794637
train_test,pt3,0.4,42,0.0213809496505064,0.6390183209124545
train_test,pt5,0.4,42,0.020791094016211768,0.6375708219024758
train_test,ev,0.42,42,0.026348297237493642,0.6488793771311296
train_test,eu,0.42,42,0.022873944152021375,0.6420827070765674
train_test,pt3,0.42,42,0.021377472898630814,0.6389989268175326
train_test,pt5,0.42,42,0.020789836462016195,0.6375649089430249
train_test,ev,0.44,42,0.026348859695308577,0.6488997181253091
train_test,eu,0.44,42,0.022877350415453652,0.6421190104672457
train_test,pt3,0.44,42,0.02137547653234755,0.6390170753069344
train_test,pt5,0.44,42,0.020785970902545373,0.6375778208988526
train_test,ev,0.46,42,0.026348339369488685,0.6488872383874899
train_test,eu,0.46,42,0.022885714667521123,0.6421409753307441
train_test,pt3,0.46,42,0.02137594531380396,0.6390045156022941
train_test,pt5,0.46,42,0.020781059541144398,0.6375515481771225
train_test,ev,0.48,42,0.02634870061188251,0.6488968790237478
train_test,eu,0.48,42,0.022884872430322695,0.6421504170941172
train_test,pt3,0.48,42,0.02137314044569094,0.6390008864302479
train_test,pt5,0.48,42,0.020766440534219294,0.6375085310640565
train_test,ev,0.5,42,0.026348938262921756,0.6489009972936146
train_test,eu,0.5,42,0.02288310707339306,0.642144464531419
train_test,pt3,0.5,42,0.02137214209968176,0.6390025574261097
train_test,pt5,0.5,42,0.020766407454966808,0.6375184469005305
train_test,ev,0.52,42,0.026348795835535156,0.6488986239434977
train_test,eu,0.52,42,0.022875298193935852,0.6421101507890118
train_test,pt3,0.52,42,0.02137314942499427,0.6390001178107761
train_test,pt5,0.52,42,0.02076604637328567,0.6375208311309961
train_test,ev,0.54,42,0.0263503712349236,0.6489184474359951
train_test,eu,0.54,42,0.022877555116392483,0.6421300433449761
train_test,pt3,0.54,42,0.02136846234241518,0.6389874850831861
train_test,pt5,0.54,42,0.02076460869498047,0.6375148202241485
train_test,ev,0.56,42,0.02635368100719964,0.648946268274576
train_test,eu,0.56,42,0.022879279058747388,0.6421585552094272
train_test,pt3,0.56,42,0.02137335243823858,0.6390271942675679
train_test,pt5,0.56,42,0.020760605046357586,0.6375233260104873
train_test,ev,0.58,42,0.026354124397660657,0.6489494853122986
train_test,eu,0.58,42,0.022873727031909763,0.6421371623289146
train_test,pt3,0.58,42,0.02136824939945423,0.6390054548735498
train_test,pt5,0.58,42,0.020756766860245666,0.6375043493413004
train_test,ev,0.6,42,0.026351874711009953,0.6489321669304932
train_test,eu,0.6,42,0.022876943938700062,0.6421424297585265
train_test,pt3,0.6,42,0.021364540495199712,0.6389766355741963
train_test,pt5,0.6,42,0.02075428395883678,0.6374789812169088
train_test,ev,0.62,42,0.026355994239306776,0.648962325142341
train_test,eu,0.62,42,0.02287891815030092,0.6421656583541797
train_test,pt3,0.62,42,0.021370161154424878,0.6390174225446265
train_test,pt5,0.62,42,0.020756003602965,0.6375063299741051
train_test,ev,0.64,42,0.026356677156226048,0.6489667799159313
train_test,eu,0.64,42,0.022884386045438555,0.6421911543171149
train_test,pt3,0.64,42,0.02137495044217121,0.6390413102860882
train_test,pt5,0.64,42,0.020761003414923613,0.6375266607789073
train_test,ev,0.66,42,0.0263584564248694,0.6489779387766499
train_test,eu,0.66,42,0.022881262457986894,0.6421830999041007
train_test,pt3,0.66,42,0.02136629867373355,0.6390050845529196
train_test,pt5,0.66,42,0.020754669836472707,0.6375003620761445
train_test,ev,0.68,42,0.026357680995540346,0.6489731477390365
train_test,eu,0.68,42,0.02288411442603628,0.6421924810469366
train_test,pt3,0.68,42,0.02136738383193622,0.6390063260525038
train_test,pt5,0.68,42,0.02075139215111641,0.6374721103285562
train_test,ev,0.7,42,0.02635852993719286,0.6489783877381702
train_test,eu,0.7,42,0.02287559815817914,0.6421540173195123
train_test,pt3,0.7,42,0.02136220859030627,0.638982335983509
train_test,pt5,0.7,42,0.020749768936891767,0.6374714587010668
train_test,ev,0.72,42,0.026359441116406097,0.6489838834989109
train_test,eu,0.72,42,0.022869597886723193,0.6421304604754476
train_test,pt3,0.72,42,0.021358598171476957,0.6389635643717673
train_test,pt5,0.72,42,0.02074456838197233,0.6374528114315354
train_test,ev,0.74,42,0.02636408694851374,0.649010327434163
train_test,eu,0.74,42,0.022870588274654772,0.642145840026972
train_test,pt3,0.74,42,0.02135989628508287,0.6389821450433729
train_test,pt5,0.74,42,0.020743104879264722,0.6374554131111595
train_test,ev,0.76,42,0.02636385710697083,0.6490090695248913
train_test,eu,0.76,42,0.02287052558398503,0.6421455443496139
train_test,pt3,0.76,42,0.021360001696504215,0.6389842819913004
train_test,pt5,0.76,42,0.020744063635846452,0.637463428812581
train_test,ev,0.78,42,0.026364106209490777,0.6490104326474012
train_test,eu,0.78,42,0.02286698532676327,0.6421287816072749
train_test,pt3,0.78,42,0.02135808993207109,0.6389757544068657
train_test,pt5,0.78,42,0.02074126305219486,0.6374524851416181
train_test,ev,0.8,42,0.026361809327875796,0.6489976509884819
train_test,eu,0.8,42,0.02286950637321235,0.642135393538053
train_test,pt3,0.8,42,0.021359275707955337,0.6389740928486913
train_test,pt5,0.8,42,0.020744268237656956,0.6374547400218875
train_test,ev,0.82,42,0.026363462140261747,0.6490068973405866
train_test,eu,0.82,42,0.022870484398552743,0.6421439757278558
train_test,pt3,0.82,42,0.021360371258943564,0.6389835227076891
train_test,pt5,0.82,42,0.020747812723542196,0.6374710347773456
train_test,ev,0.84,42,0.026365653569286013,0.6490187890805872
train_test,eu,0.84,42,0.02287264852434847,0.6421609070323214
train_test,pt3,0.84,42,0.021360724643812667,0.638991672637606
train_test,pt5,0.84,42,0.020746224950249293,0.6374709280896088
train_test,ev,0.86,42,0.026371215554098326,0.6490475370408467
train_test,eu,0.86,42,0.022878584087207127,0.6421959309501595
train_test,pt3,0.86,42,0.021365260464883268,0.6390235247469127
train_test,pt5,0.86,42,0.02074967724335539,0.6375008720809046
train_test,ev,0.88,42,0.02637086748163197,0.6490457875085978
train_test,eu,0.88,42,0.02287652159067462,0.6421867357572297
train_test,pt3,0.88,42,0.021364693834804868,0.639022938097133
train_test,pt5,0.88,42,0.02074796396961162,0.6374793102204599
train_test,ev,0.9,42,0.026369267662693815,0.6490376686634386
train_test,eu,0.9,42,0.02287588784458183,0.6421821772802018
train_test,pt3,0.9,42,0.02136197524101289,0.6390030027596314
train_test,pt5,0.9,42,0.020747071256883128,0.6374732488599968
train_test,ev,0.92,42,0.02637760370969235,0.6490787452165436
train_test,eu,0.92,42,0.022883974239148563,0.6422302461506879
train_test,pt3,0.92,42,0.021368347735396143,0.6390467561555684
train_test,pt5,0.92,42,0.0207545451866729,0.6375260801477216
train_test,ev,0.94,42,0.02637906605837185,0.6490856840900253
train_test,eu,0.94,42,0.02288829453625785,0.6422522708200634
train_test,pt3,0.94,42,0.02137117308719359,0.6390616109693757
train_test,pt5,0.94,42,0.020756248281604654,0.6375340040037408
train_test,ev,0.96,42,0.02637585780698318,0.6490703693686904
train_test,eu,0.96,42,0.022881155926707957,0.642215045899527
train_test,pt3,0.96,42,0.02136626577752882,0.6390353787793903
train_test,pt5,0.96,42,0.020750584914412906,0.637503223188727
train_test,ev,0.98,42,0.02637278458158692,0.6490553542684935
train_test,eu,0.98,42,0.02288144817703705,0.6422156993319541
train_test,pt3,0.98,42,0.021364763347162325,0.639019095271767
train_test,pt5,0.98,42,0.020750387850207556,0.637492265464427
train_test,ev,1.0,42,0.02637403892408463,0.6490615274285988
train_test,eu,1.0,42,0.022881619341851376,0.6422175885616132
train_test,pt3,1.0,42,0.02136485411584174,0.6390249896351701
train_test,pt5,1.0,42,0.020749410520387947,0.6374916549921056
