family,model_id,N,seed,mse,r2,correlation,cross_entropy,rmse,mae,parse_success_rate,sens_mse_parse_ok,sens_cross_entropy_parse_ok,sens_mae_parse_ok
symbolic,PT3,32,43,0.02453053067002345,0.4877930471067302,0.7383583511902586,0.6508389071883655,0.15662225470865707,0.1268998599208486,1.0,0.02453053067002345,0.6508389071883655,0.1268998599208486
symbolic,PT3,64,42,0.02190258969792471,0.5426654693877109,0.7416767446491647,0.6403728392171395,0.14799523538926757,0.11948587791300361,1.0,0.02190258969792471,0.6403728392171395,0.11948587791300361
symbolic,PT3,64,43,0.021573044982876922,0.5495464902921211,0.7460794942887896,0.6398531898119696,0.1468776531092355,0.11847391855924992,1.0,0.021573044982876922,0.6398531898119696,0.11847391855924992
symbolic,PT3,128,42,0.02175393735936513,0.5457693876191703,0.7439228532312744,0.6401648474155351,0.14749216033188045,0.1190102645004607,1.0,0.02175393735936513,0.6401648474155351,0.1190102645004607
symbolic,PT3,128,43,0.023010852129583613,0.5195245218573837,0.7337740236805597,0.6434579893326792,0.15169328307338995,0.1223192106823653,1.0,0.023010852129583613,0.6434579893326792,0.1223192106823653
symbolic,PT5,4,42,0.043534403711781924,0.09098483961920933,0.36059353158893553,0.685854251150425,0.2086489964312839,0.1733190997168786,1.0,0.043534403711781924,0.685854251150425,0.1733190997168786
symbolic,PT5,4,43,0.053897226976426134,-0.12539491176714024,0.39532004166519863,0.8916744827198855,0.23215776311901812,0.1796402251862851,1.0,0.053897226976426134,0.8916744827198855,0.1796402251862851
symbolic,PT5,8,42,0.024536163999438674,0.48767542101322137,0.7088128935137389,0.6467998842068708,0.15664023748526007,0.12666834121830076,1.0,0.024536163999438674,0.6467998842068708,0.12666834121830076
symbolic,PT5,8,43,0.02905794118264977,0.3932589673363692,0.7341006580559266,0.66797442693399,0.1704638999396933,0.1392666773317674,1.0,0.02905794118264977,0.66797442693399,0.1392666773317674
symbolic,PT5,16,42,0.04189307381773398,0.12525644160906246,0.6894183261153292,0.7206933974277265,0.20467797589807746,0.16354502190295742,1.0,0.04189307381773398,0.7206933974277265,0.16354502190295742
symbolic,PT5,16,43,0.031510148651828655,0.342055928456125,0.672731245006967,0.6676852458350944,0.17751098177811045,0.1413481672877297,1.0,0.031510148651828655,0.6676852458350944,0.1413481672877297
symbolic,PT5,32,42,0.023474268585227474,0.5098482073145434,0.7276624867376298,0.6441370467579242,0.1532131475599515,0.12315215699369758,1.0,0.023474268585227474,0.6441370467579242,0.12315215699369758
symbolic,PT5,32,43,0.02432553175302632,0.49207350365428604,0.7413464099721123,0.6501597394972933,0.15596644431744386,0.12604326735999,1.0,0.02432553175302632,0.6501597394972933,0.12604326735999
symbolic,PT5,64,42,0.024061541624548405,0.49758571947711017,0.7228678874020248,0.6460109165641363,0.15511783142033803,0.12473420015997658,1.0,0.024061541624548405,0.6460109165641363,0.12473420015997658
symbolic,PT5,64,43,0.02105173372372791,0.5604316706883189,0.752600090419391,0.6383153242632229,0.14509215596898375,0.11660086279824781,1.0,0.02105173372372791,0.6383153242632229,0.11660086279824781
symbolic,PT5,128,42,0.021377524733461356,0.5536290286003714,0.7508926613219197,0.6391792825744392,0.14621054932343752,0.11749214908608986,1.0,0.021377524733461356,0.6391792825744392,0.11749214908608986
symbolic,PT5,128,43,0.022839374306252852,0.5231050450249625,0.7363891178794844,0.6431115703271779,0.15112701382033872,0.12168501750781228,1.0,0.022839374306252852,0.6431115703271779,0.12168501750781228
