split_type,model_type,fraction,seed,test_mse,test_cross_entropy
parameter_ev_extreme,context_dependent,0.5,42,0.054295925204123435,0.7011672885421681
parameter_ev_extreme,context_dependent_sigmoid,0.5,42,0.05286019050909397,0.6978348849852567
parameter_ev_extreme,value_based,0.52,42,0.05179605151336569,0.6955905527270766
parameter_ev_extreme,context_dependent,0.52,42,0.053230263139094895,0.6987019751017048
parameter_ev_extreme,context_dependent_sigmoid,0.52,42,0.05029231082221455,0.692527943221176
parameter_ev_extreme,value_based,0.54,42,0.05102211726193257,0.6940027273853715
parameter_ev_extreme,context_dependent,0.54,42,0.05228853581648481,0.6966954937052404
parameter_ev_extreme,context_dependent_sigmoid,0.54,42,0.05156988062209044,0.6951288521064627
parameter_ev_extreme,value_based,0.56,42,0.05145211791240094,0.6948785807306839
parameter_ev_extreme,context_dependent,0.56,42,0.05288285416882326,0.6979874006156092
parameter_ev_extreme,context_dependent_sigmoid,0.56,42,0.05055357930625396,0.6930521494818235
parameter_ev_extreme,value_based,0.58,42,0.0506668856543431,0.6932790810905612
parameter_ev_extreme,context_dependent,0.58,42,0.05172145641054871,0.6954882944496008
parameter_ev_extreme,context_dependent_sigmoid,0.58,42,0.050364778719204036,0.6926739012058267
parameter_ev_extreme,value_based,0.6,42,0.05096073736825659,0.6938757221942428
parameter_ev_extreme,context_dependent,0.6,42,0.05197460553308213,0.6959686020025545
parameter_ev_extreme,context_dependent_sigmoid,0.6,42,0.050407508618590634,0.6927582796716167
parameter_ev_extreme,value_based,0.62,42,0.05094881243908594,0.6938502801159986
parameter_ev_extreme,context_dependent,0.62,42,0.05235730134555948,0.6967282374614185
parameter_ev_extreme,context_dependent_sigmoid,0.62,42,0.050280887783323444,0.6925046084484664
parameter_ev_extreme,value_based,0.64,42,0.051364704899440464,0.694701724440984
parameter_ev_extreme,context_dependent,0.64,42,0.05185101964171338,0.695739036077187
parameter_ev_extreme,context_dependent_sigmoid,0.64,42,0.0511682778045124,0.6942990302008032
parameter_ev_extreme,value_based,0.66,42,0.05233751762712066,0.6967146857288358
parameter_ev_extreme,context_dependent,0.66,42,0.05223927729950137,0.6965351215133037
parameter_ev_extreme,context_dependent_sigmoid,0.66,42,0.05326060187726727,0.6987034847925062
parameter_ev_extreme,value_based,0.68,42,0.05109685716280568,0.6941448938859279
parameter_ev_extreme,context_dependent,0.68,42,0.05236656448952256,0.6967663496726682
parameter_ev_extreme,context_dependent_sigmoid,0.68,42,0.050305183866174,0.6925524538673519
parameter_ev_extreme,value_based,0.7,42,0.050839419169251436,0.6936250556805239
parameter_ev_extreme,context_dependent,0.7,42,0.0525158227887938,0.6971816276161796
parameter_ev_extreme,context_dependent_sigmoid,0.7,42,0.050292075552224945,0.6925261595567801
parameter_ev_extreme,value_based,0.72,42,0.050975323617083165,0.6939028689556903
parameter_ev_extreme,context_dependent,0.72,42,0.053675307450300906,0.6997153381040057
parameter_ev_extreme,context_dependent_sigmoid,0.72,42,0.050936360987021936,0.6938354659086682
parameter_ev_extreme,value_based,0.74,42,0.05165675375916922,0.6952985752469351
parameter_ev_extreme,context_dependent,0.74,42,0.052074219100496595,0.6962270616201476
parameter_ev_extreme,context_dependent_sigmoid,0.74,42,0.05027026999120956,0.6924841446926332
parameter_ev_extreme,value_based,0.76,42,0.050760191113935246,0.6934688659498391
parameter_ev_extreme,context_dependent,0.76,42,0.052346629218731,0.6967810943934314
parameter_ev_extreme,context_dependent_sigmoid,0.76,42,0.05029666845418298,0.6925357007186547
parameter_ev_extreme,value_based,0.78,42,0.05082265079177656,0.6935966293112165
parameter_ev_extreme,context_dependent,0.78,42,0.052481434983324526,0.6970284366995319
parameter_ev_extreme,context_dependent_sigmoid,0.78,42,0.05023139125294434,0.6924049810458616
parameter_ev_extreme,value_based,0.8,42,0.05201289768908456,0.69603729007721
parameter_ev_extreme,context_dependent,0.8,42,0.05278784050706827,0.6976847361690488
parameter_ev_extreme,context_dependent_sigmoid,0.8,42,0.05151506321788536,0.6950445134932436
parameter_ev_extreme,value_based,0.82,42,0.05095282616421555,0.6938623331290529
parameter_ev_extreme,context_dependent,0.82,42,0.05223114728172814,0.6965429230608711
parameter_ev_extreme,context_dependent_sigmoid,0.82,42,0.05038028339171835,0.6927040181325289
parameter_ev_extreme,value_based,0.84,42,0.051118702408043455,0.6942039201819915
parameter_ev_extreme,context_dependent,0.84,42,0.05221345294206799,0.6964894503654121
parameter_ev_extreme,context_dependent_sigmoid,0.84,42,0.050598463484715875,0.6931465801679151
parameter_ev_extreme,value_based,0.86,42,0.050915147274256896,0.6937914972811482
parameter_ev_extreme,context_dependent,0.86,42,0.05176778628381273,0.6955732039286399
parameter_ev_extreme,context_dependent_sigmoid,0.86,42,0.05102459813482951,0.6940161217598373
parameter_ev_extreme,value_based,0.88,42,0.05066231249742528,0.6932700085451423
parameter_ev_extreme,context_dependent,0.88,42,0.0525494570272457,0.6971960426952697
parameter_ev_extreme,context_dependent_sigmoid,0.88,42,0.05033941308142397,0.6926228341585088
parameter_ev_extreme,value_based,0.9,42,0.050813254899185756,0.6935764144755631
parameter_ev_extreme,context_dependent,0.9,42,0.052043427745772954,0.696143142406871
parameter_ev_extreme,context_dependent_sigmoid,0.9,42,0.05026888256222315,0.6924800337755949
parameter_ev_extreme,value_based,0.92,42,0.050890879290715334,0.6937349132171332
parameter_ev_extreme,context_dependent,0.92,42,0.05241144191590152,0.6969314012649646
parameter_ev_extreme,context_dependent_sigmoid,0.92,42,0.050523568829982,0.6929934544596744
parameter_ev_extreme,value_based,0.94,42,0.05074474300548176,0.6934362661585147
parameter_ev_extreme,context_dependent,0.94,42,0.05224499106914101,0.6966055506479936
parameter_ev_extreme,context_dependent_sigmoid,0.94,42,0.050164410281277584,0.6922705604332209
parameter_ev_extreme,value_based,0.96,42,0.05059863870285379,0.6931413108782588
parameter_ev_extreme,context_dependent,0.96,42,0.05173559307571273,0.695455870034342
parameter_ev_extreme,context_dependent_sigmoid,0.96,42,0.05022745440680937,0.6923968133626593
parameter_ev_extreme,value_based,0.98,42,0.05076900783776398,0.6934867811676114
parameter_ev_extreme,context_dependent,0.98,42,0.051970289135424064,0.6960216294039261
parameter_ev_extreme,context_dependent_sigmoid,0.98,42,0.05020218482428053,0.6923461649181177
parameter_ev_extreme,value_based,1.0,42,0.05068222728086509,0.6933083044620622
parameter_ev_extreme,context_dependent,1.0,42,0.05167595702644401,0.6953651666418738
parameter_ev_extreme,context_dependent_sigmoid,1.0,42,0.05027712210767621,0.6924961390793778
