split_type,model_type,fraction,seed,test_mse,test_cross_entropy
problem,context_dependent_sigmoid,0.42,42,0.050311343072772435,0.6933547301171566
problem,value_based,0.44,42,0.0511888449571981,0.6951454815996585
problem,context_dependent,0.44,42,0.05207504318505309,0.6972170256483937
problem,context_dependent_sigmoid,0.44,42,0.05234051000798252,0.6975277762437925
problem,value_based,0.46,42,0.05038911520333831,0.6935089432033096
problem,context_dependent,0.46,42,0.05156369430101063,0.696066108742027
problem,context_dependent_sigmoid,0.46,42,0.04976134811570863,0.692248609200956
problem,value_based,0.48,42,0.0506978094176873,0.6941361102841146
problem,context_dependent,0.48,42,0.051348698649281314,0.69562201557412
problem,context_dependent_sigmoid,0.48,42,0.05004190873560196,0.6928131261588685
problem,value_based,0.5,42,0.05063060876158588,0.6939973015914979
problem,context_dependent,0.5,42,0.05135534825476366,0.6954974022262448
problem,context_dependent_sigmoid,0.5,42,0.049836460054750044,0.6923996784024512
problem,value_based,0.52,42,0.05043800710437306,0.6936057218275214
problem,context_dependent,0.52,42,0.05088793610877418,0.6946062270470865
problem,context_dependent_sigmoid,0.52,42,0.05090433640803911,0.694562179859495
problem,value_based,0.54,42,0.050340060299962484,0.6934111028410647
problem,context_dependent,0.54,42,0.05168756526231598,0.696308393109336
problem,context_dependent_sigmoid,0.54,42,0.0502744358704402,0.693278557467389
problem,value_based,0.56,42,0.050489168992564684,0.6937085528860655
problem,context_dependent,0.56,42,0.050610382599408456,0.6940056362879982
problem,context_dependent_sigmoid,0.56,42,0.05003636196257916,0.6928025309520661
problem,value_based,0.58,42,0.05060564880849863,0.6939474927438044
problem,context_dependent,0.58,42,0.05099929261930813,0.6947582794506513
problem,context_dependent_sigmoid,0.58,42,0.04982895253386822,0.6923840214104277
problem,value_based,0.6,42,0.05042666863959942,0.6935825636377604
problem,context_dependent,0.6,42,0.051067458648921295,0.6948814002356626
problem,context_dependent_sigmoid,0.6,42,0.050031180325748215,0.6927891678994257
problem,value_based,0.62,42,0.050606086952337245,0.6939507410302518
problem,context_dependent,0.62,42,0.05135949851894396,0.6954923389887481
problem,context_dependent_sigmoid,0.62,42,0.04990021270768751,0.6925266383297869
problem,value_based,0.64,42,0.050700508235845786,0.6941391477552111
problem,context_dependent,0.64,42,0.05117355136987535,0.6951461631526664
problem,context_dependent_sigmoid,0.64,42,0.049961246822536144,0.6926508065004569
problem,value_based,0.66,42,0.05037799609886952,0.6934896609660586
problem,context_dependent,0.66,42,0.051035573230234055,0.6948556237542478
problem,context_dependent_sigmoid,0.66,42,0.04979859072431468,0.692323199944008
problem,value_based,0.68,42,0.05052814562449818,0.6937933493815518
problem,context_dependent,0.68,42,0.05099381793093663,0.6947620400843695
problem,context_dependent_sigmoid,0.68,42,0.05013654956846943,0.6930083367902555
problem,value_based,0.7,42,0.05015425260575956,0.6930388630594099
problem,context_dependent,0.7,42,0.051964923139661175,0.6968906251408246
problem,context_dependent_sigmoid,0.7,42,0.05020572398156209,0.6931437436199378
problem,value_based,0.72,42,0.05032355041206831,0.6933777274092311
problem,context_dependent,0.72,42,0.05068709109662512,0.6941296356445246
problem,context_dependent_sigmoid,0.72,42,0.04972092692408151,0.6921676966700334
problem,value_based,0.74,42,0.05041614338058905,0.6935677537503737
problem,context_dependent,0.74,42,0.05078762752537523,0.694341132580539
problem,context_dependent_sigmoid,0.74,42,0.04981546474548711,0.6923569918342362
problem,value_based,0.76,42,0.05022104750096207,0.6931707814390066
problem,context_dependent,0.76,42,0.050432825517274626,0.6936056874432286
problem,context_dependent_sigmoid,0.76,42,0.04981582528806567,0.6923580775941264
problem,value_based,0.78,42,0.05039008778890448,0.6935100693470219
problem,context_dependent,0.78,42,0.05119563084483252,0.6951483552126368
problem,context_dependent_sigmoid,0.78,42,0.04976717251382076,0.6922603433866978
problem,value_based,0.8,42,0.05036257953261076,0.6934573494305268
problem,context_dependent,0.8,42,0.05113621348418364,0.6951085482730465
problem,context_dependent_sigmoid,0.8,42,0.04984759542439682,0.6924215379898672
problem,value_based,0.82,42,0.0508978266928154,0.6945515420365318
problem,context_dependent,0.82,42,0.050552443609826525,0.6938446464346284
problem,context_dependent_sigmoid,0.82,42,0.0497492251470706,0.6922246327561827
problem,value_based,0.84,42,0.05038273816617205,0.6934948094495489
problem,context_dependent,0.84,42,0.050594504823782985,0.6939384575484241
problem,context_dependent_sigmoid,0.84,42,0.04988813706096657,0.6925024021859258
problem,value_based,0.86,42,0.05026696444330878,0.6932642690456635
problem,context_dependent,0.86,42,0.050619096113367394,0.6939792403349314
problem,context_dependent_sigmoid,0.86,42,0.050019068964126966,0.6927669218714312
problem,value_based,0.88,42,0.05033851107416224,0.6934071063916977
problem,context_dependent,0.88,42,0.050789068511471316,0.6943776378204309
problem,context_dependent_sigmoid,0.88,42,0.04985909679911703,0.692444348443628
problem,value_based,0.9,42,0.05027940788555435,0.693287891571818
problem,context_dependent,0.9,42,0.050532072160889105,0.6938350567606001
problem,context_dependent_sigmoid,0.9,42,0.04979036440824523,0.69230685359529
problem,value_based,0.92,42,0.050323108117491196,0.6933762974964048
problem,context_dependent,0.92,42,0.05053233622926234,0.6938160354905931
problem,context_dependent_sigmoid,0.92,42,0.049973267807564316,0.6926726961243561
problem,value_based,0.94,42,0.0502466545567247,0.6932229499377341
problem,context_dependent,0.94,42,0.050222695616297885,0.6931891012126916
problem,context_dependent_sigmoid,0.94,42,0.049806380087480624,0.692338808830965
problem,value_based,0.96,42,0.050282925425925475,0.6932963168108636
problem,context_dependent,0.96,42,0.05072986414245461,0.6942084385021716
problem,context_dependent_sigmoid,0.96,42,0.05009148393335979,0.6929103815620611
problem,value_based,0.98,42,0.05011142060251381,0.6929506336787116
problem,context_dependent,0.98,42,0.050421074774063636,0.6935882416258079
problem,context_dependent_sigmoid,0.98,42,0.0498866861416356,0.6924994670934389
problem,value_based,1.0,42,0.05026285001449399,0.6932572934977194
problem,context_dependent,1.0,42,0.05019144440323548,0.6931320199213006
problem,context_dependent_sigmoid,1.0,42,0.04978161148399758,0.6922891741807568
parameter_amb,value_based,0.02,42,0.05293441797238203,0.6919842320940935
parameter_amb,context_dependent,0.02,42,0.054330616589443236,0.6952149475032491
parameter_amb,context_dependent_sigmoid,0.02,42,0.05118984659795092,0.6884857829027139
parameter_amb,value_based,0.04,42,0.05189698381925658,0.6898974154572457
parameter_amb,context_dependent,0.04,42,0.05256310540647295,0.6913625591749754
parameter_amb,context_dependent_sigmoid,0.04,42,0.05042980748931652,0.6869592998346216
parameter_amb,value_based,0.06,42,0.052651383017685564,0.6914076039256003
parameter_amb,context_dependent,0.06,42,0.0558266651532654,0.6981153464387376
parameter_amb,context_dependent_sigmoid,0.06,42,0.053737721490370496,0.6936216950233725
parameter_amb,value_based,0.08,42,0.05554741753751494,0.6972361339949382
parameter_amb,context_dependent,0.08,42,0.057876696888204224,0.7025743913584525
parameter_amb,context_dependent_sigmoid,0.08,42,0.05374718257592027,0.6936101427137834
parameter_amb,value_based,0.1,42,0.05359492813753445,0.6933005137915123
parameter_amb,context_dependent,0.1,42,0.05708245681183662,0.700577554104426
parameter_amb,context_dependent_sigmoid,0.1,42,0.052591384052441494,0.6912926377455146
parameter_amb,value_based,0.12,42,0.052513789343899955,0.6911365288959742
parameter_amb,context_dependent,0.12,42,0.0555917006424203,0.6976020334329135
parameter_amb,context_dependent_sigmoid,0.12,42,0.052086959480176276,0.6902831884871203
parameter_amb,value_based,0.14,42,0.0540230679929641,0.6941660129807019
parameter_amb,context_dependent,0.14,42,0.05828314757474995,0.7029490225649515
parameter_amb,context_dependent_sigmoid,0.14,42,0.05424752152543837,0.694610455780887
parameter_amb,value_based,0.16,42,0.05588945657663267,0.6979725208464571
parameter_amb,context_dependent,0.16,42,0.05906872427257084,0.7047869266762026
parameter_amb,context_dependent_sigmoid,0.16,42,0.05545552085187485,0.6970909874415385
parameter_amb,value_based,0.18,42,0.05453349306473715,0.6952808917743186
parameter_amb,context_dependent,0.18,42,0.05595672112497541,0.6983170927072582
parameter_amb,context_dependent_sigmoid,0.18,42,0.055001642782343985,0.6962077004770966
parameter_amb,value_based,0.2,42,0.05433303778350085,0.694806800839643
parameter_amb,context_dependent,0.2,42,0.05477622185308604,0.6957579215662439
parameter_amb,context_dependent_sigmoid,0.2,42,0.053387173278607286,0.6928846062122873
parameter_amb,value_based,0.22,42,0.052581849288271296,0.691271875851249
parameter_amb,context_dependent,0.22,42,0.05633272605296912,0.6989267626560093
parameter_amb,context_dependent_sigmoid,0.22,42,0.05459161731278985,0.6953098916910793
parameter_amb,value_based,0.24,42,0.053408184466065364,0.6929304214236653
parameter_amb,context_dependent,0.24,42,0.05369046800994128,0.6935360382353276
parameter_amb,context_dependent_sigmoid,0.24,42,0.05308483982433188,0.6922919418708208
parameter_amb,value_based,0.26,42,0.054989105246806835,0.6961226303581663
parameter_amb,context_dependent,0.26,42,0.05366390499703519,0.6935125267497655
parameter_amb,context_dependent_sigmoid,0.26,42,0.05487078562342615,0.6959002899402649
parameter_amb,value_based,0.28,42,0.05397391202767748,0.6940703873459796
parameter_amb,context_dependent,0.28,42,0.054229359603921695,0.69459897550487
parameter_amb,context_dependent_sigmoid,0.28,42,0.05243809278521327,0.6909849217613958
parameter_amb,value_based,0.3,42,0.0534972255280138,0.6931070462259721
parameter_amb,context_dependent,0.3,42,0.051828390875783524,0.689795085570837
parameter_amb,context_dependent_sigmoid,0.3,42,0.05225148928802684,0.6906123407059688
parameter_amb,value_based,0.32,42,0.054424682646226345,0.6949751115948798
parameter_amb,context_dependent,0.32,42,0.05613251552554441,0.6986209365407882
parameter_amb,context_dependent_sigmoid,0.32,42,0.05414082512398864,0.6943925384835076
parameter_amb,value_based,0.34,42,0.052708441912834914,0.6915500518885365
parameter_amb,context_dependent,0.34,42,0.05402928728147468,0.6942238522834633
parameter_amb,context_dependent_sigmoid,0.34,42,0.054637017168398215,0.6954480712651487
parameter_amb,value_based,0.36,42,0.05331341644330749,0.6927539207545944
parameter_amb,context_dependent,0.36,42,0.05504780993334034,0.6962848541409147
parameter_amb,context_dependent_sigmoid,0.36,42,0.0533706754369669,0.6928595692097961
parameter_amb,value_based,0.38,42,0.053357073249167906,0.6928258690015257
parameter_amb,context_dependent,0.38,42,0.05523426161371647,0.6969081797240205
parameter_amb,context_dependent_sigmoid,0.38,42,0.0540713669641697,0.6942674607359808
parameter_amb,value_based,0.4,42,0.05435441795046573,0.6948708696351923
parameter_amb,context_dependent,0.4,42,0.05648335963946145,0.6996947774595245
parameter_amb,context_dependent_sigmoid,0.4,42,0.053396697917666276,0.692906606998563
parameter_amb,value_based,0.42,42,0.053158244333162796,0.6924287116134185
parameter_amb,context_dependent,0.42,42,0.054940683515797145,0.6960363811120952
parameter_amb,context_dependent_sigmoid,0.42,42,0.0528059409213276,0.6917219588556232
parameter_amb,value_based,0.44,42,0.054617352381263584,0.6953606495628502
parameter_amb,context_dependent,0.44,42,0.05648723817041201,0.6993472371502732
parameter_amb,context_dependent_sigmoid,0.44,42,0.05604900434914638,0.6982489063027584
parameter_amb,value_based,0.46,42,0.05366791619206695,0.693453961887547
parameter_amb,context_dependent,0.46,42,0.0549827477372048,0.6962169309070781
parameter_amb,context_dependent_sigmoid,0.46,42,0.05375131612276529,0.693617667502601
parameter_amb,value_based,0.48,42,0.053788516260501566,0.6937138260254357
parameter_amb,context_dependent,0.48,42,0.054026757577194905,0.694219173645745
parameter_amb,context_dependent_sigmoid,0.48,42,0.05247199518780037,0.6910538415585158
parameter_amb,value_based,0.5,42,0.05344383003078962,0.6930462535517485
parameter_amb,context_dependent,0.5,42,0.055267245177255696,0.696870760583008
parameter_amb,context_dependent_sigmoid,0.5,42,0.05280021844342041,0.6917108914002345
parameter_amb,value_based,0.52,42,0.0536899897755139,0.6935552071414204
parameter_amb,context_dependent,0.52,42,0.053837084687032,0.6938333391531643
parameter_amb,context_dependent_sigmoid,0.52,42,0.05277845566409643,0.6916720567527755
parameter_amb,value_based,0.54,42,0.054079286325401356,0.6942760899071043
parameter_amb,context_dependent,0.54,42,0.056490243801848354,0.6995753868841317
parameter_amb,context_dependent_sigmoid,0.54,42,0.05326250993625984,0.6926419373582933
parameter_amb,value_based,0.56,42,0.05321856721809257,0.6925506454951206
parameter_amb,context_dependent,0.56,42,0.053548452307506954,0.6932279544962099
parameter_amb,context_dependent_sigmoid,0.56,42,0.053179892584262686,0.6924780153340956
parameter_amb,value_based,0.58,42,0.052169422262437704,0.690447250534498
parameter_amb,context_dependent,0.58,42,0.05459814884945551,0.6953772206338017
parameter_amb,context_dependent_sigmoid,0.58,42,0.051869080488976364,0.6898468137463021
parameter_amb,value_based,0.6,42,0.05291341284329204,0.6919401518332962
parameter_amb,context_dependent,0.6,42,0.05355263517021718,0.6932380957065222
parameter_amb,context_dependent_sigmoid,0.6,42,0.05373538233586964,0.6936430476837079
parameter_amb,value_based,0.62,42,0.05350241263945027,0.6931198803132752
parameter_amb,context_dependent,0.62,42,0.055556596959598366,0.6973173310181293
parameter_amb,context_dependent_sigmoid,0.62,42,0.055296623423581194,0.6967943581245569
parameter_amb,value_based,0.64,42,0.052905224531646415,0.6919325600432987
parameter_amb,context_dependent,0.64,42,0.054455799911330593,0.6951175953753129
parameter_amb,context_dependent_sigmoid,0.64,42,0.056133138110221234,0.6985261885797988
parameter_amb,value_based,0.66,42,0.05198496475107887,0.6900780898347667
parameter_amb,context_dependent,0.66,42,0.05466666935853435,0.6955445669143895
parameter_amb,context_dependent_sigmoid,0.66,42,0.052281636399873,0.6906729508420933
parameter_amb,value_based,0.68,42,0.05268218192542118,0.6914738464382358
parameter_amb,context_dependent,0.68,42,0.05433453737249145,0.6950428815368946
parameter_amb,context_dependent_sigmoid,0.68,42,0.05211025753515395,0.6903294928259831
parameter_amb,value_based,0.7,42,0.05239819517276354,0.6909076672503394
parameter_amb,context_dependent,0.7,42,0.05399054570204436,0.6941498155101342
parameter_amb,context_dependent_sigmoid,0.7,42,0.05203772354843116,0.6901848021763615
parameter_amb,value_based,0.72,42,0.052924022298343504,0.6919617303251512
parameter_amb,context_dependent,0.72,42,0.05404326813668581,0.6942266164251208
parameter_amb,context_dependent_sigmoid,0.72,42,0.05287983663726204,0.6918712225817774
parameter_amb,value_based,0.74,42,0.05351306947577544,0.6931467055397724
parameter_amb,context_dependent,0.74,42,0.053692112858706516,0.6935141827000413
parameter_amb,context_dependent_sigmoid,0.74,42,0.055228125393896786,0.6965996974099254
parameter_amb,value_based,0.76,42,0.053718738306460755,0.6935541864550117
parameter_amb,context_dependent,0.76,42,0.05513890027924692,0.696556712631642
parameter_amb,context_dependent_sigmoid,0.76,42,0.05218614074604822,0.6904815846154496
parameter_amb,value_based,0.78,42,0.052548169889517236,0.6912061910741033
parameter_amb,context_dependent,0.78,42,0.05379335717101518,0.6937161217979785
parameter_amb,context_dependent_sigmoid,0.78,42,0.05416009843490282,0.6944581722115498
parameter_amb,value_based,0.8,42,0.053333094836257276,0.6927803158711026
parameter_amb,context_dependent,0.8,42,0.05491299512327579,0.6959689468363832
parameter_amb,context_dependent_sigmoid,0.8,42,0.053307968563685665,0.6927261937281685
parameter_amb,value_based,0.82,42,0.05440023547421604,0.6949227257647635
parameter_amb,context_dependent,0.82,42,0.05434404649428488,0.6949447226873136
parameter_amb,context_dependent_sigmoid,0.82,42,0.054021334964789176,0.6941574445555705
parameter_amb,value_based,0.84,42,0.05395913072160905,0.6940329623989213
parameter_amb,context_dependent,0.84,42,0.05423794486121165,0.6946204331709974
parameter_amb,context_dependent_sigmoid,0.84,42,0.05288006587044048,0.6918703261483613
parameter_amb,value_based,0.86,42,0.05294759855545051,0.6920070088482433
parameter_amb,context_dependent,0.86,42,0.055341602113141854,0.6968503437176768
parameter_amb,context_dependent_sigmoid,0.86,42,0.05221348669457637,0.6905365440449664
parameter_amb,value_based,0.88,42,0.05281798771828509,0.6917461412874675
parameter_amb,context_dependent,0.88,42,0.05416595623092901,0.6944785180477763
parameter_amb,context_dependent_sigmoid,0.88,42,0.05303493594253272,0.6921802158797297
parameter_amb,value_based,0.9,42,0.05396834002392018,0.6940510007339058
parameter_amb,context_dependent,0.9,42,0.053595701066444484,0.693318503823163
parameter_amb,context_dependent_sigmoid,0.9,42,0.054370671609203385,0.694855704958058
parameter_amb,value_based,0.92,42,0.053860916741741115,0.6938362568024523
parameter_amb,context_dependent,0.92,42,0.05489272752690326,0.6959217684839809
parameter_amb,context_dependent_sigmoid,0.92,42,0.053761864282720034,0.6936341039121374
parameter_amb,value_based,0.94,42,0.05309830995080728,0.6923086092540994
parameter_amb,context_dependent,0.94,42,0.053795230835952744,0.6937178743447037
parameter_amb,context_dependent_sigmoid,0.94,42,0.052623195998950836,0.6913564066366222
parameter_amb,value_based,0.96,42,0.05387660575498,0.6938693609650518
parameter_amb,context_dependent,0.96,42,0.053422197946647536,0.6929708061200194
parameter_amb,context_dependent_sigmoid,0.96,42,0.053413121114111284,0.6929365795886427
parameter_amb,value_based,0.98,42,0.053325060011173826,0.6927651501154526
parameter_amb,context_dependent,0.98,42,0.05360366939726686,0.6933371663522561
parameter_amb,context_dependent_sigmoid,0.98,42,0.053081312663809936,0.6922730426386033
parameter_amb,value_based,1.0,42,0.05301558607162787,0.6921430029098404
parameter_amb,context_dependent,1.0,42,0.05288154976788968,0.691895294435111
parameter_amb,context_dependent_sigmoid,1.0,42,0.052435514647432374,0.6909807218726289
parameter_ev_extreme,value_based,0.02,42,0.05167023978268459,0.6953144682455611
parameter_ev_extreme,context_dependent,0.02,42,0.06141532510766104,0.719980775311537
parameter_ev_extreme,context_dependent_sigmoid,0.02,42,0.051533206162511704,0.6950359185216656
parameter_ev_extreme,value_based,0.04,42,0.05210309294171737,0.6962010679709029
parameter_ev_extreme,context_dependent,0.04,42,0.0661282927850049,0.7305354783711304
parameter_ev_extreme,context_dependent_sigmoid,0.04,42,0.050444490330448,0.6928324419254068
parameter_ev_extreme,value_based,0.06,42,0.05107747130948411,0.694109735197796
parameter_ev_extreme,context_dependent,0.06,42,0.061284614666539214,0.7182273366827947
parameter_ev_extreme,context_dependent_sigmoid,0.06,42,0.05048785253630433,0.6929198635243304
parameter_ev_extreme,value_based,0.08,42,0.05182788006634164,0.6956365988419462
parameter_ev_extreme,context_dependent,0.08,42,0.05648953607758942,0.7056885645677712
parameter_ev_extreme,context_dependent_sigmoid,0.08,42,0.0502934714257507,0.6925287980027452
parameter_ev_extreme,value_based,0.1,42,0.05267740784863634,0.6973949489821345
parameter_ev_extreme,context_dependent,0.1,42,0.05897111851597692,0.7125847669504256
parameter_ev_extreme,context_dependent_sigmoid,0.1,42,0.05143973934919117,0.694840598500144
parameter_ev_extreme,value_based,0.12,42,0.052039386366008106,0.6960621009415884
parameter_ev_extreme,context_dependent,0.12,42,0.055650275606289476,0.7038922136037915
parameter_ev_extreme,context_dependent_sigmoid,0.12,42,0.0502424683605178,0.6924268929618187
parameter_ev_extreme,value_based,0.14,42,0.05107345254073801,0.6941027419223412
parameter_ev_extreme,context_dependent,0.14,42,0.05540457012122454,0.7036094149503949
parameter_ev_extreme,context_dependent_sigmoid,0.14,42,0.05070681918257476,0.6933614132459354
parameter_ev_extreme,value_based,0.16,42,0.052167946211368735,0.69633494728548
parameter_ev_extreme,context_dependent,0.16,42,0.05558955487284586,0.7039128019312008
parameter_ev_extreme,context_dependent_sigmoid,0.16,42,0.051042369134059996,0.6940409669726543
parameter_ev_extreme,value_based,0.18,42,0.053836354712384,0.6997968758895378
parameter_ev_extreme,context_dependent,0.18,42,0.0585718660344446,0.7109214461618923
parameter_ev_extreme,context_dependent_sigmoid,0.18,42,0.05042548111524651,0.6927944634358366
parameter_ev_extreme,value_based,0.2,42,0.05128695334053819,0.6945410597491393
parameter_ev_extreme,context_dependent,0.2,42,0.056465736804295195,0.7058652491571888
parameter_ev_extreme,context_dependent_sigmoid,0.2,42,0.05040757745040775,0.6927589707062509
parameter_ev_extreme,value_based,0.22,42,0.05194214580703882,0.6958757091704334
parameter_ev_extreme,context_dependent,0.22,42,0.0565427088964473,0.7060364849435776
parameter_ev_extreme,context_dependent_sigmoid,0.22,42,0.05083692781836857,0.6936295007543596
parameter_ev_extreme,value_based,0.24,42,0.05159505079207388,0.69516908062273
parameter_ev_extreme,context_dependent,0.24,42,0.05730140051256798,0.7081403009533496
parameter_ev_extreme,context_dependent_sigmoid,0.24,42,0.05097099770619561,0.6938993005004374
parameter_ev_extreme,value_based,0.26,42,0.05153033038556916,0.6950358484433128
parameter_ev_extreme,context_dependent,0.26,42,0.05618508169227735,0.7052357242088565
parameter_ev_extreme,context_dependent_sigmoid,0.26,42,0.0507881598787165,0.6935273445199781
parameter_ev_extreme,value_based,0.28,42,0.05235785456195971,0.6967328209439843
parameter_ev_extreme,context_dependent,0.28,42,0.05845190262286463,0.7107757126929081
parameter_ev_extreme,context_dependent_sigmoid,0.28,42,0.05026868037962237,0.6924797822162239
parameter_ev_extreme,value_based,0.3,42,0.05100414708258127,0.6939624662401518
parameter_ev_extreme,context_dependent,0.3,42,0.05411375043349151,0.7004386282714543
parameter_ev_extreme,context_dependent_sigmoid,0.3,42,0.05030539223652555,0.6925531876253803
parameter_ev_extreme,value_based,0.32,42,0.05205636945005399,0.6961068515952408
parameter_ev_extreme,context_dependent,0.32,42,0.0552144723102371,0.7027637253854759
parameter_ev_extreme,context_dependent_sigmoid,0.32,42,0.050358622364939,0.6926606830239995
parameter_ev_extreme,value_based,0.34,42,0.05122590733301725,0.6944071720135597
parameter_ev_extreme,context_dependent,0.34,42,0.05733718410550781,0.7081561189515898
parameter_ev_extreme,context_dependent_sigmoid,0.34,42,0.05031740780463363,0.6925776727116777
parameter_ev_extreme,value_based,0.36,42,0.05354029679427224,0.6991499395595859
parameter_ev_extreme,context_dependent,0.36,42,0.053721055227753785,0.6997694521134373
parameter_ev_extreme,context_dependent_sigmoid,0.36,42,0.05064574446200797,0.6932392934401131
parameter_ev_extreme,value_based,0.38,42,0.05270692999868325,0.6974368521586843
parameter_ev_extreme,context_dependent,0.38,42,0.05299085302514593,0.6981725377404892
parameter_ev_extreme,context_dependent_sigmoid,0.38,42,0.051024514228718454,0.694002319714737
parameter_ev_extreme,value_based,0.4,42,0.05083269212832494,0.6936162010418577
parameter_ev_extreme,context_dependent,0.4,42,0.05351323870972548,0.6993300189707272
parameter_ev_extreme,context_dependent_sigmoid,0.4,42,0.0503822662353583,0.692709154269994
parameter_ev_extreme,value_based,0.42,42,0.05108925257122909,0.6941429959218446
parameter_ev_extreme,context_dependent,0.42,42,0.05502342626222116,0.7027547391947042
parameter_ev_extreme,context_dependent_sigmoid,0.42,42,0.05371442756822722,0.699602186559824
parameter_ev_extreme,value_based,0.44,42,0.05111819675525735,0.6942000480717482
parameter_ev_extreme,context_dependent,0.44,42,0.05400675325234684,0.7005210395429676
parameter_ev_extreme,context_dependent_sigmoid,0.44,42,0.050302973686430746,0.6925483178523583
parameter_ev_extreme,value_based,0.46,42,0.05130677322674824,0.6945755343606073
parameter_ev_extreme,context_dependent,0.46,42,0.05257987486711499,0.6972987915329696
parameter_ev_extreme,context_dependent_sigmoid,0.46,42,0.050235686608280004,0.6924134999579445
parameter_ev_extreme,value_based,0.48,42,0.051970735956427414,0.6959450726898413
parameter_ev_extreme,context_dependent,0.48,42,0.05215458393517977,0.6963849317863201
parameter_ev_extreme,context_dependent_sigmoid,0.48,42,0.0502316712452477,0.6924058272189567
parameter_ev_extreme,value_based,0.5,42,0.05307170371141532,0.698202426353612
